accounting_period,report_mapping_id,fac_rollup,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25,ind26,ind27,ind28,ind29,ind30,ind31,ind32,ind33,ind34,ind35,ind36,ind37,ind38,ind39,ind40,ind41,ind42,ind43,ind44,ind45,ind46,ind47,ind48,ind49,ind50,ind51,ind52,ind53,ind54,ind55,ind56,ind57,ind58,ind59,ind60,ind61,ind62,ind63,ind64,ind65,ind66,ind67,ind68,ind69,ind70,ind71,ind72,ind73,ind74
2021/2022YE,4,592,36683328,34003493,0.0720676174,0.0648699438,0.0730381315,0.1303957209,1.2486308383,1672703,,-0.55003189,27.977886533,0.5274007806,0.0897595279,0.0319034565,0.0571472688,0.0759885436,0.0799279889,0.0254462754,0.0431778701,,0.0173555398,,0.0518927484,,404.47378078,69.781361661,101.09447963,48.964096662,0.1436174614,,0.1198463873,0.0158211515,0.088338697,,198.62717949,32.336410256,165.48820513,0.0273383831,0.8331599208,0.5460349672,0.0471234978,0.0444600699,0.0619772799,0.0510687985,10961,,,,,,10961,261,3101,3362,65.843835616,24033,3224,35020,62277,,,,,,,,,,,,,,,
2021/2022YE,4,593,13232213,13176534,0.0041627491,0.0040586278,0.0041798666,0.101445413,3.8150259284,6134710,,-0.044817947,2.6927609972,0.5119735002,0.1489473346,0.0130784901,0.0437900623,0.0115529457,0.0600974166,0.0674013128,0.0413799767,,0.0266108857,,0.0751680755,,643.38096487,71.228631358,99.675139278,46.981179747,0.1931295176,,0.1264363806,0.0314792785,0.0651912306,,79.252820513,11.390769231,65.94,0.2552140323,0.8320208615,0.7003818209,0.0555131837,0.0578285029,0.0321157952,0.0483839002,3814,,,,,,3814,,24,24,25.849315068,9435,,1576,11011,,,,,,,,,,,,,,,
2021/2022YE,4,596,37647220,37600881,0.0012234985,-0.000934284,0.0012303668,0.0911053712,1.337347571,2783583,0.030026263,,30.012994824,0.6033844721,0.0967515668,0.0444082787,0.0359703128,0.0205681938,0.07759674,0.0592373268,0.0144078388,,0.0065890577,,0.0410862125,,677.3702464,50.640167364,96.936259952,51.430325837,0.1777065081,,0.1010622778,0.0417056289,0.0802828993,,230.19538462,30.122564103,199.50307692,,0.8666684489,0.8136098535,0.0452856676,0.0210877274,0.0224912764,0.0214578028,10767,,,,,,10767,426,2757,3183,43.139726027,15746,473,31639,47858,,,,,,,,,,,,,,,
2021/2022YE,4,597,20663674,21256690,-0.027634804,-0.006510164,-0.015217841,0.1703052121,0.6267993562,-3594560,0.258286156,,20.65992809,0.6400965687,0.0380595457,0.0308688671,0.1226276735,0.0177451196,0.0424624996,0.0339824807,0.0362435902,,0.0141928654,0.0011286184,0.0225921712,,369.23599411,45.110397644,75.992131568,47.802333492,0.1699501885,,0.1355307742,0.0353118916,0.0512260201,,156.03333333,13.824102564,142.20923077,,0.9114028889,0.6170554074,0.0489947401,0.0116946573,0.0187603631,0.0144116845,9278,,,,7697,,16975,136,877,1013,42.769863014,15611,391,,16002,,,,,,,,,,,,,,,
2021/2022YE,4,599,27403894,26674544,0.0261458138,0.0363654871,0.0249793312,0.145941905,1.903756681,8758259,0.6233423084,,19.107345518,0.5124230469,0.1075579244,0.0188400122,0.0707776308,0.0112073339,0.0816277411,0.1150487666,0.0408286021,,0.0085917982,,0.0330971437,,445.61589715,54.348254505,102.46782403,49.667163319,0.1697912151,,0.0973811186,0.0291028989,0.091251743,,149.31230769,10.961025641,137.72666667,0.0357279584,0.9224066575,0.549629796,0.0559654113,0.048930848,0.1274525861,0.0832224702,7471,,,,3185,,10656,28,2084,2112,40.638356164,14833,,8345,23178,,,,,,,,,,,,,,,
2021/2022YE,4,600,10247454,10432157,-0.017808324,-0.003662307,-0.008597698,0.1274442413,2.3126698191,2383198,,,74.662727181,0.716576053,0.0166558705,0.0237646981,0.0599604558,0.0063581918,0.0586045484,,0.044447805,,0.0055600173,,0.06807236,,284.12004175,59.601687543,67.977819738,43.240490377,0.1694295316,,0.1957498431,0.0217002722,0.063808901,,92.780512821,6.2230769231,86.557435897,0.0047147389,0.9329268967,0.8441733779,0.0543158166,0.0674176578,0.0968458352,0.0739701519,2106,,,,,9390,11496,,,,12.98630137,4740,,21,4761,,,,,,,,,,,,,,,
2021/2022YE,4,601,76080625,79960247,-0.050642658,-0.046063383,-0.050842263,0.5189020005,0.5640828086,-7941355,,,13.86657677,0.5879701969,0.0994839651,0.0017491086,0.043990963,0.0053406469,0.022962983,0.0040923217,0.0005190812,,0.0093531464,0.1718672175,0.0526703696,,266.56710895,44.426684311,91.860371908,49.53256925,0.1439126464,,0.3119516568,0.0147941882,0.0242314297,,514.61333333,81.277948718,407.10153846,0.0054119327,0.791082376,0.7584958085,0.0389902917,0.0289251701,0.1119932403,0.0491198837,,,85391,,,,85391,,,,,,,739,739,,,,,,,,,,,,,,,
2021/2022YE,4,605,5218411,5218411,0,0,0,0.7091493943,,,,,,0.841284253,0.0061087561,0.0150885011,0.0470748663,0.0177569379,0.0242334304,0.0126216582,,,0.0201607348,,0.0156708623,,283.62355531,44.831590534,47.203652613,34.667332612,0.0775017529,,0.2226056936,,0.0242334304,,65.010769231,0.0000101,63.308205128,0.0024716315,0.9738110451,0.7888462316,0.0456693157,0.0130284581,0.0062810613,0.009728951,,,,,10902,,10902,,,,,,,,,,,,,,,,,,,,,,,
2021/2022YE,4,606,419237082,401205175,0.0425584932,0.0417066037,0.0420118654,0.0727087443,1.1239981707,21496741,,,14.050993402,0.5749486898,0.1024540761,0.0687925536,0.040650594,0.0820979249,0.0689035999,0.0241379639,0.0403358481,,0.0045082736,0.0014439639,-0.008273488,,699.40739534,29.975370045,104.83098067,52.056883764,0.1520071042,,0.0913907828,0.0201406089,0.0753391164,,2396.1507692,364.51435897,2012.1630769,0.0020079745,0.8397481088,0.7218831404,0.0522396939,0.0254326544,0.026109985,0.0255968412,112705,5215,10330,2033,,,130283,5258,15355,20613,225.15068493,82180,51451,450884,584515,,,,,,,,,,,,,,,
2021/2022YE,4,611,21711673,21077179,0.0284460253,0.0195659526,0.0316732316,0.113063823,1.5768130603,2495246,,,55.386214574,0.6606116498,0.109668176,0.0099366739,0.0561791194,0.0132108304,0.0483456005,0.0126571034,0.0222238845,,0.0174387918,0.00066489,0.0490632804,,290.48633007,46.905607663,76.578261821,48.244405255,0.2043464193,,0.1334033845,0.0309314407,0.0537462969,,156.47846154,22.627692308,132.07333333,0.00383204,0.844035224,0.6655669807,0.0371044632,0.0460086007,0.0549312039,0.0498989713,4290,,,,2132,3601,10023,,,,42.471232877,15502,,3427,18929,,,,,,,,,,,,,,,
2021/2022YE,4,613,95681948,93465932,0.0229943538,0.0319507135,0.0193578508,0.1249690694,1.0631564215,2500395,0.0119387152,-0.030652909,35.683030619,0.7551504186,0.0223067662,0.0346149532,0.0303444834,0.0150222338,0.0241743163,0.0273862294,0.0182187507,,0.013141535,0.0003501847,0.0592901289,,481.55892338,43.692004429,68.767606153,49.464766477,0.1512664616,,0.1220121714,0.006412589,0.0273678003,,749.29692308,70.237435897,675.22102564,0.0266392597,0.9011394613,0.6866886574,0.0593547743,0.0632465374,0.0455598629,0.0582559762,,,,30721,51462,,82183,,,,,,,42866,42866,,,,,,,,,,,,,,,
2021/2022YE,4,619,97939937,94561457,0.0334017352,0.0313566907,0.0342319076,0.0830748543,0.8091456304,-6692335,,-0.003916947,35.644705124,0.5882939872,0.1029188934,0.0426747638,0.0518057138,0.01423621,0.0586826255,0.018983574,0.0644904122,,0.006375994,,0.0515378261,,526.30906204,52.846563117,87.664614412,48.153066989,0.1567730169,,0.1334285108,0.0244374143,0.068264484,,652.24923077,78.955897436,571.87025641,0.0490232927,0.8767664712,0.6624711231,0.0511110859,0.0294424808,0.0184648823,0.0256676889,22546,2202,5347,7962,8850,,46907,2753,3610,6363,73.912328767,26978,,16683,43661,,,,,,,,,,,,,,,
2021/2022YE,4,624,25676834,25970511,-0.011383962,-0.010656829,-0.012195055,0.0765879859,0.95711545,-274005,0.0326589372,,33.606050861,0.5955192749,0.1522844908,0.0227076698,0.0484188595,0.0122338108,0.066073122,0.0156612215,0.0255235025,,0.0079740027,,0.0536040456,,493.81990075,54.688826146,94.862600399,49.603615486,0.1408826605,,0.1251650904,0.0282526559,0.0698521341,,165.53846154,23.545641026,140.53487179,0.0186868861,0.8489560099,0.7493433048,0.0661713106,0.045292971,0.0241104212,0.0388106924,11688,,,,,,11688,21,1407,1428,53.112328767,19386,,25416,44802,,,,,,,,,,,,,,,
2021/2022YE,4,626,16249755,16346684,-0.005930731,-0.005963795,-0.005963795,0.1062731715,1.8335809687,1958546,,,75.73595056,0.5557803095,0.1524430718,0.0230408726,0.0292272894,0.0164180461,0.0574084237,0.0621447127,0.0252968588,,0.0117179506,,0.0665224648,,412.93115594,53.250880564,97.900162045,49.072643228,0.1808920155,,0.1108069107,0.0503512449,0.0617735278,,97.406153846,15.757948718,81.648205128,0.0571490244,0.8382243,0.5278987094,0.0815724286,0.0305654281,0.0265089251,0.0286103238,6280,,,,,,6280,5,1039,1044,42.430136986,15487,,8877,24364,,,,,,,,,,,,,,,
2021/2022YE,4,627,11608114,11066318,0.0463964077,0.0466064709,0.0491034396,0.1210064787,1.2373957131,692131,0.0303582857,-0.00680254,52.39057816,0.613736435,0.0943583549,0.0138427025,0.0916389793,0.0183236628,0.0689307666,0.0108577014,0.0431327552,,0.0031113288,,0.0420673134,,300.31121704,61.042903006,88.055732777,48.575885739,0.1462967885,,0.1733503006,0.0323373596,0.0758309351,,74.933846154,12.716410256,62.217435897,0.0471663895,0.8302981775,0.8778120677,0.0518146022,0.0377057735,0.0498567505,0.0406600982,1911,,,,1757,6611,10279,,,,8.1534246575,2976,,,2976,,,,,,,,,,,,,,,
2021/2022YE,4,632,440134023,435458700,0.0105364018,0.0129475684,0.0132362483,0.1116731211,1.0938310068,12631511,0.0149903252,-0.012682616,27.95922438,0.5666872111,0.1040473657,0.0507836972,0.048566148,0.0776862809,0.0693642769,0.0165931805,0.0150421699,,0.008060427,0.0053243701,0.0378448726,,686.78151417,35.84460548,96.000378971,49.484210204,0.1115076151,,0.1075036689,0.0240473428,0.0759771061,,2621.7748718,463.13846154,2135.6512821,0.0406052916,0.814582253,0.7658535516,0.0530742416,0.0205462261,0.0214373139,0.0207745419,137108,6307,13738,,,,157153,6006,23859,29865,297.98082192,108763,30714,423163,562640,,,,,,,,,,,,,,,
2021/2022YE,4,633,13551119,13311538,0.017610801,0.0183214834,0.0183214834,0.0391727798,1.1204425126,426994,0.0216354542,,51.41091541,0.6176251609,0.1109481687,0.0284522468,0.0340693938,0.0138493724,0.0782906234,0.0231533465,0.0367548078,,0.0086496799,,0.0482071998,,466.11444992,56.536781609,92.133265705,48.334001552,0.1804369907,,0.1256317862,0.0370868143,0.0819815106,,90.558461538,11.780512821,78.777948718,0.0248599856,0.869912622,0.7332438581,0.0583439741,0.0237124709,0.0210814674,0.0229443401,1907,,,,4183,,6090,,973,973,19.216438356,7014,,892,7906,,,,,,,,,,,,,,,
2021/2022YE,4,638,16787097,16227815,0.0330027153,0.0207821663,0.0188158824,0.106901092,1.1978830931,3859778,,,50.902984567,0.5298551882,0.101169778,0.0221960495,0.0764859657,0.0703237154,0.0471449279,0.0272278894,0.0569076841,,0.0113875576,,0.0573012443,,362.27365931,51.44806219,97.931514,47.190153311,0.1089079596,,0.1513454355,0.0421113109,0.0535288009,,99.077948718,6.0123076923,93.065641026,0.0060713657,0.9393173984,0.7112910177,0.0498244007,0.0661627729,0.0739865419,0.0686467615,5644,,,,3232,,8876,27,507,534,28.816438356,10518,443,1334,12295,,,,,,,,,,,,,,,
2021/2022YE,4,640,73106387,73102998,0.0000459272,-0.000619151,0.0000462773,0.0587183632,1.29263637,3858575,,,10.322311091,0.5750461367,0.1345543039,0.0558664121,0.0406119674,0.0128991312,0.060569057,0.065335853,0.013933666,,0.0056546958,0.0004997086,0.0350290682,,574.22548799,42.975638138,100.18811451,50.549933384,0.1775671196,,0.0926068846,0.0248357662,0.0625018699,,434.38974359,60.91025641,372.49794872,,0.8575201284,0.6819831375,0.0683098482,0.0408513178,0.0312078186,0.0370564471,26642,1308,,,,,27950,1147,3282,4429,47.75890411,17432,6176,13990,37598,,,,,,,,,,,,,,,
2021/2022YE,4,644,10359343,10191132,0.0148517767,0.0347660965,0.0157092565,0.1110309075,0.9872853632,-67198,0.2576480267,,,0.7960255969,0.0048979059,0.0167392681,0.0810532327,0.0212737957,0.0227580285,0.0100894707,0.0275180981,,0.0006433249,,0.0190012785,,303.28681942,58.648753986,64.612469208,49.088178124,0.1184499438,,0.2205843311,0.016966989,0.0255092692,,93.394871795,18.139487179,75.255384615,0.2339062157,0.8057764112,0.6373286438,0.0480667893,0.0234341096,0.034785048,0.0269133485,,,,,16934,,16934,,,,,,,,,,,,,,,,,,,,,,,
2021/2022YE,4,646,11328285,10973199,0.0299452615,0.0179424447,0.0378576637,0.202118216,1.0068520595,24044,,,18.802382118,0.5430148808,0.1631426374,0.0245587765,0.0350006817,0.0019028508,0.0714978883,0.0574858945,0.0266653432,,0.0117501948,,0.064980852,,515.21031653,60.464243845,93.854794425,46.252104676,0.127333424,,0.0980298412,0.035585893,0.0807462115,,70.782564103,14.498461538,56.284102564,0.0028110646,0.7951690261,0.4801797355,0.0845716065,0.0623432338,0.0727625728,0.0683865624,4265,,,,,,4265,,,,32.676712329,11927,,287,12214,,,,,,,,,,,,,,,
2021/2022YE,4,647,30695971,29720553,0.0315527687,0.0283275568,0.0304755759,0.1454209088,1.2235930109,1472110,0.006963045,,37.999854267,0.5877621532,0.1082498869,0.0356797495,0.0793831241,0.0442505899,0.0394750942,0.011858479,0.0287522545,,0.0075145465,,0.0570741222,,403.97360834,41.383603164,86.835417147,46.952941975,0.1061247521,,0.1025647575,0.0241407575,0.0435800609,,196.44051282,33.700512821,162.74,0.0169060119,0.8284441822,0.7451525138,0.0490845662,0.0595244701,0.0483241301,0.0563630474,13527,,,,,,13527,351,1277,1628,37.802739726,13798,1124,13048,27970,,,,,,,,,,,,,,,
2021/2022YE,4,648,22215692,21942667,0.0120841294,0.0124814568,0.0124814568,0.1024556913,0.2628796969,-11216425,0.0181207256,,52.115852678,0.5419455583,0.1818805446,0.0293282685,0.0576107384,0.0124674388,0.0678014713,0.0086306806,0.0389911151,,0.0074602712,,0.053883913,,456.02560501,62.16940363,91.842216024,46.965806449,0.1458782134,,0.1214885976,0.0171130233,0.0742365038,,137.51179487,18.813846154,117.04923077,0.0719955611,0.8511941167,0.602642633,0.0639693614,0.0532306992,0.0276952244,0.0412201353,7461,,,,1795,,9256,23,1270,1293,55.123287671,20120,,,24061,,,,,,,,,,,,,,,
2021/2022YE,4,650,32706910,31538896,0.0342910995,0.0685459589,0.0346129862,0.1083112814,2.2167538378,10427494,,,36.637143055,0.5934531821,0.0990667647,0.0239495049,0.064211424,0.0614191605,0.0506028667,0.0201477207,0.0252244248,,0.0103090985,,0.0516158532,,376.00704332,37.423554862,89.518271645,47.939194717,0.1144576519,,0.1280593142,0.0248411835,0.0550604389,,213.4974359,38.315384615,174.16615385,0.0374910399,0.8157763259,0.6803960635,0.0574506418,0.056362135,0.0547536938,0.0558224098,18466,1650,,,561,,20677,114,1730,1844,42.134246575,15379,640,12408,28427,,,,,,,,,,,,,,,
2021/2022YE,4,651,128174446,132658051,-0.034857294,0.0031210665,0.0115656106,0.0900900098,0.9773534728,-1659585,0.0120899921,-0.081421687,35.878801872,0.6456718576,0.0404964154,0.0037370912,0.0095517765,0.0102333886,0.0503229182,0.0869386693,0.0396998405,,0.0510299128,0.0149842346,0.0473338952,,486.19973009,55.757591093,96.909151936,55.341828651,0.1716938895,,0.1695503216,0.0167327289,0.0574458962,,828.69794872,138.92307692,687.73641026,0.0335455767,0.829899979,0.6810851633,0.0553105844,0.0194955636,0.0590053828,0.0289790676,,,82992,,,,82992,,,,,,4427,32822,37249,,,,,,,,,,,,,,,
2021/2022YE,4,654,20672450,19869501,0.0380153226,0.0112725314,0.0358143821,0.1278235017,2.1469862879,4923340,0.0116944868,,57.303017977,0.5985346755,0.1272282985,0.0114587152,0.0690672314,0.0086722187,0.0653386541,0.0375905242,0.0331873706,,0.0111373831,0.0029847458,0.0348001829,,241.43366213,51.101833843,83.651043787,46.869505329,0.1961714498,,0.1431625834,0.0280296272,0.0738090099,,137.06666667,23.84974359,112.41282051,0.0038462696,0.8201324454,0.6983084799,0.0750817384,0.031615297,0.0152298851,0.0236497839,4247,,,,485,9664,14396,,,,31.876712329,11635,,9045,20680,,,,,,,,,,,,,,,
2021/2022YE,4,655,13472352,12788217,0.0505403014,0.05076823,0.05076823,0.0875185714,1.5515145609,1312967,,-0.261867107,47.247608232,0.5862284564,0.168045215,0.0192800944,0.0310832559,0.0144988878,0.0605018673,0.0320468102,0.0318871515,,0.0122818348,,0.0441464266,,418.41251529,60.613529103,95.086351488,52.164325795,0.1299410748,,0.1042102173,0.0320464076,0.0639707481,,76.127692308,7.3292307692,68.798461538,0.0416035137,0.9037245114,0.662785072,0.020463202,0.0217541348,0.0164438753,0.019364044,4667,,,812,242,,5721,,,,24.665753425,9003,,25894,34897,,,,,,,,,,,,,,,
2021/2022YE,4,656,42987091,44495671,-0.034876519,-0.035061024,-0.035061024,0.0646387158,1.4805568993,5459803,,,31.409750458,0.5549011439,0.0891555097,0.0262142346,0.0540665681,0.0257404028,0.0748276537,0.0498976379,0.0795065955,,0.0029903565,,0.0426998973,,621.21374686,51.52853182,97.762102952,48.861011543,0.1238738258,,0.156863702,0.0212975422,0.0829636763,,282.78153846,45.196410256,236.50564103,0.0274576339,0.8363546019,0.6896298314,0.0356074936,0.0376907729,0.0322458623,0.0361617991,15509,,,,,,15509,453,2670,3123,54.849315068,20020,1790,25186,46996,,,,,,,,,,,,,,,
2021/2022YE,4,661,181761099,173400219,0.0456280771,0.0450969452,0.045205723,0.1881765361,2.1052932833,41218092,,,35.451022625,0.558578346,0.1503293495,0.050066874,0.0375304527,0.0526420178,0.0647571764,0.0110653278,0.0372078067,,0.0035800388,0.0010196034,0.033223007,,629.31136465,35.791940988,90.042579484,48.166936467,0.0983823404,,0.1128111603,0.0259140266,0.0768050638,,1095.8630769,164.99794872,906.07128205,0.027234228,0.8268106674,0.8027101329,0.0531320328,0.0395957102,0.0180954552,0.0339080108,44379,3620,8258,3451,,,59708,2159,12515,14674,131.59726027,48033,12977,89080,150090,,,,,,,,,,,,,,,
2021/2022YE,4,662,15058261,14642556,0.0274419167,0.0252214933,0.0252214311,0.0708136882,1.8898617869,2330225,,,124.17936348,0.6762962729,0.0598204357,0.0118542948,0.0784505214,0.0121224918,0.044217502,0.0046056718,0.0365034821,,0.0075749206,,0.0685544069,,370.71719622,62.962648557,75.153337776,43.568511587,0.1661958221,,0.1866910279,0.0400290607,0.0465242377,,120.97897436,20.893333333,100.08564103,0.0225256349,0.827297814,0.7511458614,0.0387416085,0.0779299901,0.0731360663,0.0767167219,3066,,,,,9303,12369,,,,18.04109589,6585,,,6585,,,,,,,,,,,,,,,
2021/2022YE,4,663,28007143,26366360,0.0580522442,0.0550355714,0.058230507,0.0503333739,1.2755153972,1584035,,,71.249100308,0.6147548469,0.1580612162,0.0263310893,0.0343900455,0.0157175751,0.0617653695,0.0254514172,0.0250286832,,0.0074166823,0.0010177054,0.0300653694,,458.50386456,48.025469268,91.813188222,50.177158655,0.1296259106,,0.1146273398,0.036155375,0.064812723,,171.29692308,27.808717949,142.47179487,0.0486376929,0.8317241916,0.7266111085,0.0435326032,0.0311727509,0.0293359976,0.0305832796,6289,1114,6182,,,,13585,166,1198,1364,34.857534247,12723,1612,10377,24712,,,,,,,,,,,,,,,
2021/2022YE,4,665,189320445,182195209,0.0373985479,0.0381464888,0.0381255499,0.0943875396,1.0600179928,3278431,,,32.194592611,0.5738093694,0.1474358359,0.0580883438,0.0503962479,0.0316809071,0.0677433892,0.0238567626,0.0169324669,,0.0038615552,,0.026195122,,636.46080739,32.814144059,98.392460171,50.65980205,0.1067439893,,0.0846327071,0.026029416,0.0731416715,,1083.1451282,167.52461538,908.99794872,0.0230485719,0.8392208256,0.6361148622,0.0587133329,0.0405558539,0.0346025857,0.0383176281,62740,7372,,,,,70112,3440,13340,16780,162.11506849,59172,6152,121348,186672,,,,,,,,,,,,,,,
2021/2022YE,4,666,28495526,26699389,0.0552980462,0.0680852848,0.0498127078,0.2761569516,1.47301964,9054655,0.111965989,,4.5522212082,0.652166944,0.0358871096,0.0176761636,0.0968295916,0.0124234515,0.0434973982,0.0144012856,0.0654602422,,0.0147916468,,0.0468661668,,338.79612414,48.383156054,72.364336948,49.203356508,0.1515597072,,0.1991606745,0.0140041632,0.0567937941,,226.09282051,25.136410256,197.6225641,0.011041024,0.8740771319,0.8071143238,0.0512370789,0.0336431394,0.0215022356,0.02999417,,,,11786,22529,,34315,,,,,,,450,450,,,,,,,,,,,,,,,
2021/2022YE,4,674,682596445,677925898,0.0068080557,0.0295784832,0.0305422722,0.1248672559,0.8803334069,-30490031,0.3503568399,-0.175410591,16.423771813,0.632407635,0.068728792,0.0563982943,0.068100734,0.0229108626,0.0444023498,0.0463943765,0.0300175037,,0.0030211962,0.0025693524,0.0250489034,,649.20672002,35.907755775,93.207623153,54.543574647,0.0831131549,,0.0960195688,0.015071495,0.0497004845,,4205.4282051,525.45282051,3630.1805128,0.0472557178,0.8632130513,0.7218254842,0.0638083016,0.0352455255,0.0228501343,0.0313686889,136978,12587,128444,4411,16062,,298482,6011,20398,26409,336.49315068,122820,91798,605599,820217,,,,,,,,,,,,,,,
2021/2022YE,4,676,22524185,22188800,0.0147813798,0.0152654806,0.0152654806,0.065624128,1.0871847862,295477,,-0.275655327,16.034099569,0.545714591,0.129392397,0.0297106696,0.0724022514,0.019745988,0.0859405549,0.0612609386,0.0169426834,,0.0025462073,,0.0363437188,,525.34346154,53.510512821,102.00810647,49.219764719,0.146717867,,0.1333788368,0.0408414821,0.0889548257,,128.33538462,17.587692308,110.74769231,0.0035284151,0.8629552375,0.5296223361,0.0272360333,0.0150384817,0.0197280046,0.017179995,7800,,,,,,7800,140,1483,1623,47.531506849,17349,3366,15262,35977,,,,,,,,,,,,,,,
2021/2022YE,4,680,4979400,5015728,-0.00729566,-0.007295658,-0.007295658,,0.170917279,-2382603,,,37.397677454,0.4528485009,,0.1384162532,0.2964785158,,0.0485219886,1.9937293E-7,,,,0.0463978694,0.0173366727,,,,100.40693438,45.469111583,0.0715971839,,0.3476406615,0.1633822647,0.0485219693,,25.617435897,7.4523076923,18.165128205,,0.709092365,,,,,,,,,,,,,,5464,5464,,,,,,,,,,,,,,,,,,,,
2021/2022YE,4,681,19644896,20001424,-0.017993376,-0.016933296,-0.016933296,0.1130733251,2.6946226562,5103712,0.0092692169,,42.504144948,0.656660273,0.0518638437,0.0239432602,0.0660780566,0.0359245635,0.0703106553,0.0172358256,0.0323700067,,0.0030753472,,0.0425381682,,436.87776794,69.751429262,84.909170145,50.084920207,0.1272021833,,0.1519685163,0.0185242722,0.0777129251,,139.01435897,16.364102564,122.65025641,0.1042061694,0.8822848036,0.7255152686,0.0489983185,0.0603681555,0.0528239203,0.0584041712,4988,,,,7431,,12419,53,652,705,30.424657534,11105,148,3177,14430,,,,,,,,,,,,,,,
2021/2022YE,4,682,6341523,5773554,0.0887127207,0.0869282537,0.0869282537,0.1294704758,2.0536906745,1765837,,,74.796729709,0.6143477089,0.0151393988,0.0101273168,0.0694020508,0.009657562,0.0669437385,0.0520229255,0.0546690415,,0.0215746625,,0.0861155947,,469.0459326,105.87486585,82.800013786,44.805925413,0.149601085,,0.236809308,0.0139648883,0.0720828997,,42.944102564,7.8707692308,35.073333333,0.0073082481,0.8167206028,0.7868978509,0.0369770258,0.0431341782,0.0301830158,0.0393739863,649,,,,,4010,4659,,,,7.0054794521,2557,,,2557,,,,,,,,,,,,,,,
2021/2022YE,4,684,20755247,20602860,0.0073063538,0.0318030445,0.033758836,0.0994814468,2.1007469467,3307487,,,16.17722381,0.6161956751,0.141983192,0.0147220012,0.0524452544,0.0102642238,0.0449648549,0.052905268,0.0236327223,,0.0160846501,,0.0268021582,,661.86192469,80.019351464,86.630930511,50.382760251,0.1431492062,,0.1382506104,0.0298614087,0.0492641514,,132.34769231,15.456923077,116.89076923,0.0174985857,0.8832097273,0.6617594456,0.0386460988,0.0504053028,0.0785651348,0.0624381383,6104,705,,,958,,7767,,,,37.539726027,13702,,5223,18925,,,,,,,,,,,,,,,
2021/2022YE,4,685,12748359,11482364,0.09886131,0.0726595012,0.0575355816,0.0776111655,1.1240075875,2038121,0.0079282264,,49.877782891,0.5655177327,0.0764310917,0.0204959602,0.070936834,0.0124745694,0.0522311477,0.0436807213,0.0619860366,,0.0155733811,,0.0806725254,,431.25306705,51.962910128,100.83664762,49.74943406,0.149669051,,0.1637917622,0.0365911209,0.0588272097,,71.358461538,6.2574358974,65.101025641,0.0197270552,0.9123098262,0.6903125362,0.0807939676,0.06611222,0.0392690513,0.0570063601,2697,,,,4313,,7010,,10,10,13.830136986,5048,,586,5634,,,,,,,,,,,,,,,
2021/2022YE,4,686,10112496,9978254,0.0131526414,0.0120529556,0.0123744825,0.1155352744,1.9645259247,1902266,,,65.148082557,0.6753631758,0.0173396299,0.0181134909,0.0728491652,0.0096090525,0.0614728449,0.0151737181,0.0458178662,,0.0128005955,,0.071460461,,323.59209581,65.470299401,78.969953537,47.59697419,0.1882849397,,0.2093128439,0.0367189054,0.0659184264,,76.110769231,6.4758974359,69.621538462,0.0215378395,0.9147396507,0.7946939448,0.0290512308,0.0675386657,0.0463863873,0.0611000909,2510,,,,,5840,8350,,146,146,15.506849315,5660,,451,6111,,,,,,,,,,,,,,,
2021/2022YE,4,687,29034010,28984582,0.0016912293,0.0016278638,0.0016278638,0.0967067243,1.0598872216,225268,,-0.109794673,67.848732852,0.5886298005,0.0430520181,0.0212702182,0.0647797903,0.018372231,0.073977697,0.0812087712,0.0249239549,,0.0037066543,,0.0800788644,,398.5157333,64.221308962,93.284285658,48.14791955,0.1204907087,,0.1402711878,0.0184364493,0.0798430386,,186.3625641,23.581538462,162.78102564,,0.8734641875,0.7319590851,0.0843938101,0.0776319734,0.0470965851,0.0653067287,5866,,,,10509,,16375,103,979,1082,29.731506849,10852,506,14782,26140,,,,,,,,,,,,,,,
2021/2022YE,4,695,96828025,96569105,0.0025660679,0.003682,0.0025750538,0.0697856208,0.8306006397,-6649190,1.1813426367,-0.040856354,11.823426625,0.6284786914,0.0314438578,0.0081287768,0.1120603582,0.0125316282,0.0443838099,0.0104980348,0.1204193589,,0.0008225516,,0.0312329325,,434.13307017,48.170441554,86.572623453,48.697275418,0.1875215962,,0.1765350996,0.020769412,0.0534029839,,756.99948718,91.014871795,663.46461538,0.0206581545,0.87643998,0.5953233818,0.0611175013,0.0190094531,0.0319222146,0.0231501722,,,36086,16440,40192,,92718,,2267,2267,,,1750,4085,5835,,,,,,,,,,,,,,,
2021/2022YE,4,699,219034759,218885877,0.0006758039,0.0049028055,0.0049028055,0.0813453768,0.9843878293,-893845,0.0998843525,-0.004745544,19.348827784,0.5901469637,0.1031240115,0.1136615779,0.0335468177,0.0189492841,0.0593486128,0.0219583509,0.0186801726,,0.0085463182,,0.0320378907,,880.41539602,28.995405895,103.37088824,53.531362507,0.0968830474,,0.0712892114,0.0252880321,0.0633400296,,1284.1117949,195.99076923,1065.0364103,0.044912918,0.8293953957,0.6119227514,0.0742443652,0.0513554693,0.0411771881,0.0475081117,54577,8836,,,,,63413,1967,16429,18396,147.12328767,53700,3394,60825,117919,,,,,,,,,,,,,,,
